Year,Agra,Ahmedabad,Amsterdam,Ayutthaya,Beijing,Berlin,Bijapur,Birmingham,Boston,Buenos Aires,Cairo,Chicago,Cuttack,Delhi,Dhaka,Edirne,Esfahan,Fez,Gauda,Guangzhou,Hangzhou,Istanbul,Karachi,Kolkata,Kyoto,Lisbon,London,Los Angeles,Lucknow,Manchester,Mashhad,Mexico City,Moscow,Mumbai,Nanjing,Naples,New York,Osaka,Paris,Pegu,Philadelphia,Rio de Janeiro,Saint Petersburg,Sao Paulo,Seoul,Shanghai,Suzhou,Tabriz,Tokyo,Venice,Vienna,Vijayanagar
1877,,,,,916,1177.96,,,,,,,,,,,,,,,,873.113,,712.4,,,4420.12,,,,,,,722.96,,,2087.36,,2336.4,,841.16,,818,,,,,,837.93132,,1128.48,
1878,,,,,924,1244.44,,,,,,,,,,,,,,,,873.1695,,728.6,,,4509.68,,,,,,,725.44,,,2181.04,,2379.6,,866.24,,845,,,,,,866.58648,,1155.6,
1879,,,,,932,1310.92,,,,,,,,,,,,,,,,873.226,,744.8,,,4599.24,,,,,,,727.92,,,2274.72,,2422.8,,891.32,,872,,,,,,895.24164,,1182.72,
1880,,,,,940,1377.4,,,,,,,,,,,,,,,,873.2825,,761,,,4688.8,,,759,,,,,,,2368.4,,2466,,916.4,,899,,,,,,923.8968,,1209.84,
1881,,,,,948,1443.88,,,,,,,,,,,,,,,,873.339,,777.2,,,4778.36,,,792.8,,,,,,,2462.08,,2509.2,,941.48,,926,,,,,,952.55196,,1236.96,
1882,,,,,956,1510.36,,,,,,,,,,,,,,,,873.3955,,793.4,,,4867.92,,,826.6,,,,,,,2555.76,,2552.4,,966.56,,953,,,,,,981.20712,,1264.08,
1883,,,,,964,1576.84,,,,,,824.84,,,,,,,,,,873.452,,,,,4957.48,,,860.4,,,,,,,2649.44,,2595.6,,991.64,,980,,,,,,1009.86228,,1291.2,
1884,,,,,972,1643.32,,,,,,877.32,,,,,,,,,,873.5085,,,,,5047.04,,,894.2,,,,,,,2743.12,,2638.8,,1016.72,,1007,,,,,,1038.51744,,1318.32,
1885,,,,,980,1709.8,,,,,,929.8,,,,,,,,,,873.565,,,,,5136.6,,,928,,,,,,,2836.8,,2682,,1041.8,,1034,,,,,,1067.1726,,1345.44,
1886,,,,,988,1776.28,,,,,,982.28,,,,,,,,,,875.3273333,,,,,5226.16,,,961.8,,,,,,,2930.48,,2725.2,,1066.88,,1061,,,,,,1095.82776,,1372.56,
1887,,,,,996,1842.76,,,,,,1034.76,,,,,,,,,,877.0896667,,,,,5315.72,,,995.6,,,,,,,3024.16,,2768.4,,1091.96,,1088,,,,,,1124.48292,,1399.68,
1888,,,,,1004,1909.24,,,,,,1087.24,,,,,,,,,,,,890.6,,,5405.28,,,1029.4,,,,,,,3117.84,,2811.6,,1117.04,,1115,,,,,,1153.13808,,1426.8,
1889,,,,,1012,1975.72,,910.08,,,,1139.72,,,,,,,,,,,,,,,5494.84,,,1063.2,,,,,,,3211.52,,2854.8,,1142.12,,1142,,,,,,1181.79324,,1453.92,
1890,,,,,1020,2042.2,,940.8,,,,1192.2,,,,,,,,,,,,,,,5584.4,,,1097,,,,,,,3305.2,,2898,,1167.2,,1169,,,,,,1210.4484,,1481.04,
1891,,,,,1028,2108.68,,971.52,,,,1244.68,,,,,,,,,,,,,,,5673.96,,,1130.8,,,,,,,3398.88,,2941.2,,1192.28,,1196,,,,,,1239.10356,,1508.16,
1892,,,,,1036,2175.16,,1002.24,,,,1297.16,,,,,,,,,,,,,,,5763.52,,,1164.6,,,,,,,3492.56,,2984.4,,1217.36,,1223,,,,,,1267.75872,,1535.28,
1893,,,,,1044,2241.64,,1032.96,,,,1349.64,,,,,,,,,,,,,,,5853.08,,,1198.4,,,,,,,3586.24,,3027.6,,1242.44,,1250,,,,,,1296.41388,,1562.4,
1894,,,,,1052,2308.12,,1063.68,,,,1402.12,,,,,,,,,,,,,,,5942.64,,,1232.2,,,,,,,3679.92,,3070.8,,1267.52,,1277,,,,,,1325.06904,,1589.52,
1895,,,,,1060,2374.6,,1094.4,,,,1454.6,,,,,,,,,,,,,,,6032.2,,,1266,,,,,,,3773.6,,3114,,1292.6,,1304,,,,,,1353.7242,,1616.64,
1896,,,,,1068,2441.08,,1125.12,,,,1507.08,,,,,,,,,,,,,,,6121.76,,,1299.8,,,,,,,3867.28,,3157.2,,1317.68,,1331,,,,,,1382.37936,,1643.76,
1897,,,,,1076,2507.56,,1155.84,,,,1559.56,,,,,,,,,,,,,,,6211.32,,,1333.6,,,,,,,3960.96,,3200.4,,1342.76,,1358,,,,,,1411.03452,,1670.88,
1898,,,,,1084,2574.04,,1186.56,,,,1612.04,,,,,,,,,,,,,,,6300.88,,,1367.4,,,,,,,4054.64,,3243.6,,1367.84,,1385,,,,,,1439.68968,,1698,
1899,,,,,,2640.52,,1217.28,,,,1664.52,,,,,,,,,,,,,,,6390.44,,,1401.2,,,1099.2,,,,4148.32,,3286.8,,1392.92,,1412,,,,,,1468.34484,,1704.68,
1900,,,,,,2707,,1248,,,,1717,,,,,,,,,,,,,,,6480,,,1435,,,1120,,,,4242,,3330,,1418,,1439,,,,,,1497,,1711.36,
1901,,,,,,2763.642857,,1266,,,,1767.214286,,,,,,,,,,,,,,,6547.071429,,,1446.785714,,,1168.928571,,,,4417.571429,,3377.857143,,1442.428571,,1438.64,,,,,,1640.071429,,1718.04,
1902,,,,,,2820.285714,,1284,,,,1817.428571,,,,,,,,,,,,,,,6614.142857,,,1458.571429,,,1217.857143,,,,4593.142857,,3425.714286,,1466.857143,,1438.28,,,,,,1783.142857,,1724.72,
1903,,,,,,2876.928571,,1302,,,,1867.642857,,,,,,,,,,,,,,,6681.214286,,,1470.357143,,,1266.785714,,,,4768.714286,,3473.571429,,1491.285714,,1437.92,,,,,,1926.214286,,1731.4,
1904,,,,,,2933.571429,,1320,,,,1917.857143,,,,,,,,,,,,,,,6748.285714,,,1482.142857,,,1315.714286,,,,4944.285714,,3521.428571,,1515.714286,,1437.56,,,,,,2069.285714,,1738.08,
1905,,,,,,2990.214286,,1338,,,,1968.071429,,,,,,,,,,,,,,,6815.357143,,,1493.928571,,,1364.642857,,,,5119.857143,,3569.285714,,1540.142857,,1437.2,,,,,,2212.357143,,1744.76,
1906,,,,,,3046.857143,,1356,,,,2018.285714,,,,,,,,,,,,,,,6882.428571,,,1505.714286,,,1413.571429,,,,5295.428571,,3617.142857,,1564.571429,,1436.84,,,,,,2355.428571,,1751.44,
1907,,,,,,3103.5,,1374,,,,2068.5,,,,,,,,,,,,,,,6949.5,,,1517.5,,,1462.5,,,,5471,,3665,,1589,,1436.48,,,,,,2498.5,,1758.12,
1908,,,,,,3160.142857,,1392,,,,2118.714286,,,,,,,,,,,,,,,7016.571429,,,1529.285714,,,1511.428571,,,,5646.571429,,3712.857143,,1613.428571,,1436.12,,,,,,2641.571429,,1764.8,
1909,,,,,,3216.785714,,1410,,,,2168.928571,,,,,,,,,,,,,,,7083.642857,,,1541.071429,,,1560.357143,,,,5822.142857,,3760.714286,,1637.857143,,1435.76,,,,,,2784.642857,,1771.48,
1910,,,,,,3273.428571,,1428,,,,2219.142857,,,,,,,,,,,,,,,7150.714286,,,1552.857143,,,1609.285714,,,,5997.714286,,3808.571429,,1662.285714,,1435.4,,,,,,2927.714286,,1778.16,
1911,,,,,,3330.071429,,1446,,1453.428571,,2269.357143,,,,,,,,,,,,,,,7217.785714,,,1564.642857,,,1658.214286,,,,6173.285714,,3856.428571,,1686.714286,,,,,,,,3070.785714,,1784.84,
1912,,,,,,3386.714286,,1464,,1512.285714,,2319.571429,,,,,,,,,,,,,,,7284.857143,,,1576.428571,,,1707.142857,,,,6348.857143,,3904.285714,,1711.142857,,,,,,,,3213.857143,,1791.52,
1913,,,,,,3443.357143,,1482,,1571.142857,,2369.785714,,,,,,,,,,,,,,,7351.928571,,,1588.214286,,,1756.071429,,,,6524.428571,,3952.142857,,1735.571429,,,,,,,,3356.928571,,1798.2,
1914,,,,,,3500,,1500,,1630,,2420,,,,,,,,,,,,,,,7419,,,1600,,,1805,,,,6700,,4000,,1760,,,,,,,,3500,,1804.88,
1915,,,,,,3546.636364,,,,1700.909091,,2524,,,,,,,,,,,,,,,7448.363636,,,1611.363636,,,1801.272727,,,,6797.636364,1547.181818,4072.727273,,1789.545455,,,,,,,,3663.636364,,1811.56,
1916,,,,,,3593.272727,,,,1771.818182,,2628,,,,,,,,,,,,,,,7477.727273,,,1622.727273,,,1797.545455,,,,6895.272727,1614.363636,4145.454545,,1819.090909,,,,,,,,3827.272727,,1818.24,
1917,,,,,,3639.909091,,,,1842.727273,,2732,,,,,,,,,,,,,,,7507.090909,,,1634.090909,,,1793.818182,,,,6992.909091,1681.545455,4218.181818,,1848.636364,,,,,,,,3990.909091,,1824.92,
1918,,,,,,3686.545455,,,,1913.636364,,2836,,,,,,,,,,,,,,,7536.454545,,,1645.454545,,,1790.090909,,,,7090.545455,1748.727273,4290.909091,,1878.181818,,,,,,,,4154.545455,,1831.6,
1919,,,,,,3733.181818,,,,1984.545455,,2940,,,,,,,,,,,,,,,7565.818182,,,1656.818182,,,1786.363636,,,,7188.181818,1815.909091,4363.636364,,1907.727273,,,,,,,,4318.181818,,1838.28,
1920,,,,,,3779.818182,,,,2055.454545,,3044,,,,,,,,,,,,,,,7595.181818,,,1668.181818,,,1782.636364,,,,7285.818182,1883.090909,4436.363636,,1937.272727,,,,,,,,4481.818182,,1844.96,
1921,,,,,,3826.454545,,,,2126.363636,,3148,,,,,,,,,,,,,,,7624.545455,,,1679.545455,,,1778.909091,,,,7383.454545,1950.272727,4509.090909,,1966.818182,,,,,,,,4645.454545,,1851.64,
1922,,,,,,3873.090909,,,,2197.272727,,3252,,,,,,,,,,,,,,,7653.909091,,,1690.909091,,,1775.181818,,,,7481.090909,2017.454545,4581.818182,,1996.363636,,,,,,,,4809.090909,,1858.32,
1923,,,,,,3919.727273,,,,2268.181818,,3356,,,,,,,,,,,,,,,7683.272727,,,1702.272727,,,1771.454545,,,,7578.727273,2084.636364,4654.545455,,2025.909091,,,,,,,,4972.727273,,1865,
1924,,,,,,3966.363636,,,1722.181818,2339.090909,,3460,,,,,,,,,,,,,,,7712.636364,,,,,,1767.727273,,,,7676.363636,2151.818182,4727.272727,,2055.454545,,,,,,,,5136.363636,,1860.6,
1925,,,,,,4013,,,1764,2410,,3564,,,,,,,,,,,,,,,7742,,,,,,1764,,,,7774,2219,4800,,2085,,,,,,,,5300,,1856.2,
1926,,,,,,4000.76,,,1795.48,2517.52,,3621.4,,,,,,,,,,,,,,,7786.72,,,,,,1907.68,,,,7961.56,2410.44,4859.32,,2126.72,,,,,,,,5539,,,
1927,,,,,,3988.52,,,1826.96,2625.04,,3678.8,,,,,,,,,,,,,,,7831.44,,,,,,2051.36,,,,8149.12,2601.88,4918.64,,2168.44,,,,,,,,5778,,,
1928,,,,,,3976.28,,,1858.44,2732.56,,3736.2,,,,,,,,,,,,,,,7876.16,,,,,,2195.04,,,,8336.68,2793.32,4977.96,,2210.16,,,,,1968.72,,,6017,,,
1929,,,,,,3964.04,,,,2840.08,,3793.6,,,,,,,,,,,,1935.6,,,7920.88,,,,,,2338.72,,,,8524.24,2984.76,5037.28,,2251.88,,,,,2124.96,,,6256,,,
1930,,,,,,3951.8,,,,2947.6,,3851,,,,,,,,,,,,2072,,,7965.6,,,,,,2482.4,,,,8711.8,3176.2,5096.6,,2293.6,,,,,2281.2,,,6495,,,
1931,,,,,,3939.56,,,,3055.12,,3908.4,,,,,,,,,,,,2208.4,,,8010.32,,,,,,2626.08,,,,8899.36,3367.64,5155.92,,2335.32,,,,,2437.44,,,6734,,,
1932,,,,,,3927.32,,,,3162.64,,3965.8,,,,,,,,,,,,2344.8,,,8055.04,,,,,,2769.76,,,,9086.92,3559.08,5215.24,,2377.04,,,,,2593.68,,,6973,,,
1933,,,,,,3915.08,,,,3270.16,,4023.2,,,,,,,,,,,,2481.2,,,8099.76,,,,,,2913.44,,,,9274.48,3750.52,5274.56,,2418.76,,,,,2749.92,,,7212,,,
1934,,,,,,3902.84,,,,3377.68,,4080.6,,,,,,,,,,,,2617.6,,,8144.48,,,,,,3057.12,,,,9462.04,3941.96,5333.88,,2460.48,,,,,2906.16,,,7451,,,
1935,,,,,,3890.6,,,,3485.2,,4138,,,,,,,,,,,,2754,,,8189.2,,,,,,3200.8,,,,9649.6,4133.4,5393.2,,2502.2,,,,,3062.4,,,7690,,,
1936,,,,,,3878.36,,,,3592.72,,4195.4,,,,,,,,,,,,2890.4,,,8233.92,,,,,,3344.48,,,,9837.16,4324.84,5452.52,,2543.92,,,,,3218.64,,,7929,,,
1937,,,,,,3866.12,,,,3700.24,,4252.8,,,,,,,,,,,,3026.8,,,8278.64,,,,,,3488.16,,,,10024.72,4516.28,5511.84,,2585.64,,,,,3374.88,,,8168,,,
1938,,,,,,3853.88,,,,3807.76,,4310.2,,,,,,,,,,,,3163.2,,,8323.36,2654.48,,,,,3631.84,,,,10212.28,4707.72,5571.16,,,,,,,3531.12,,,8407,,,
1939,,,,,,3841.64,,,,3915.28,,4367.6,,,,,,,,,,,,3299.6,,,8368.08,2770.44,,,,,3775.52,,,,10399.84,4899.16,5630.48,,,,,,,3687.36,,,8646,,,
1940,,,,,,3829.4,,,,4022.8,,4425,,,,,,,,,,,,3436,,,8412.8,2886.4,,,,,3919.2,,,,10587.4,5090.6,5689.8,,,,,,,3843.6,,,8885,,,
1941,,,,,,3817.16,,,,4130.32,,4482.4,,,,,,,,,,,,3572.4,,,8457.52,3002.36,,,,,4062.88,,,,10774.96,5282.04,5749.12,,,,,,,3999.84,,,9124,,,
1942,,,,,,3804.92,,,,4237.84,,4539.8,,,,,,,,,,,,3708.8,,,8502.24,3118.32,,,,,4206.56,,,,10962.52,5473.48,5808.44,,,,,,,4156.08,,,9363,,,
1943,,,,,,3792.68,,,,4345.36,,4597.2,,,,,,,,,,,,3845.2,,,8546.96,3234.28,,,,,4350.24,,,,11150.08,5664.92,5867.76,,,,,,,4312.32,,,9602,,,
1944,,,,,,3780.44,,,,4452.88,,4654.6,,,,,,,,,,,,3981.6,,,8591.68,3350.24,,,,,4493.92,,,,11337.64,5856.36,5927.08,,,,,,,4468.56,,,9841,,,
1945,,,,,,3768.2,,,,4560.4,,4712,,,,,,,,,,,,4118,,,8636.4,3466.2,,,,,4637.6,,,,11525.2,6047.8,5986.4,,,,,,,4624.8,,,10080,,,
1946,,,,,,3755.96,,,,4667.92,,4769.4,,,,,,,,,,,,4254.4,,,8681.12,3582.16,,,,,4781.28,,,,11712.76,6239.24,6045.72,,,,,,,4781.04,,,10319,,,
1947,,,,,,3743.72,,,,4775.44,,4826.8,,,,,,,,,,,,4390.8,,,8725.84,3698.12,,,,,4924.96,,,,11900.32,6430.68,6105.04,,,,,,,4937.28,,,10558,,,
1948,,,,,,3731.48,,,,4882.96,,4884.2,,,,,,,,,,,,4527.2,,,8770.56,3814.08,,,,,5068.64,,,,12087.88,6622.12,6164.36,,,,,,,5093.52,,,10797,,,
1949,,,,,,3719.24,,,,4990.48,,4941.6,,,,,,,,,,,,4663.6,,,8815.28,3930.04,,,,,5212.32,,,,12275.44,6813.56,6223.68,,,,,,,5249.76,,,11036,,,
1950,,,,,,3707,,,,5098,,4999,,,,,,,,,,,,4800,,,8860,4046,,,,,5356,,,,12463,7005,6283,,,,,,,5406,,,11275,,,
1951,,,,,,3625.4,,,,5238.2,,5112.2,,,,,,,,,,,,4851,,,8743.6,4267.6,,,,,5434.6,,,,12614.2,7328.6,6385.6,,,,,,,5494,,,11762.6,,,
1952,,,,,,,,,,5378.4,,5225.4,,,,,,,,,,,,4902,,,8627.2,4489.2,,,,3736.6,5513.2,,,,12765.4,7652.2,6488.2,,,,,,,5582,,,12250.2,,,
1953,,,,,,,,,,5518.6,,5338.6,,,,,,,,,,,,4953,,,8510.8,4710.8,,,,3922.4,5591.8,,,,12916.6,7975.8,6590.8,,,,,,,5670,,,12737.8,,,
1954,,,,,,,,,,5658.8,,5451.8,,,,,,,,,,,,5004,,,8394.4,4932.4,,,,4108.2,5670.4,,,,13067.8,8299.4,6693.4,,,,,,,5758,,,13225.4,,,
1955,,,,,,,,,,5799,,5565,,,,,,,,,,,,5055,,,8278,5154,,,,4294,5749,,,,13219,8623,6796,,,,,,,5846,,,13713,,,
1956,,,,,,,,,,5958.8,,5688.6,,,,,,,,,,,,5174.4,,,8261.6,5429.2,,,,4531,5833.2,,,,13408,9021.4,6919,,,,,,,6040.8,,,14306.2,,,
1957,,,,,,,,,,6118.6,,5812.2,,,,,,,,,,,,5293.8,,,8245.2,5704.4,,,,4768,5917.4,,,,13597,9419.8,7042,,,,,,,6235.6,,,14899.4,,,
1958,,,,,,,,,,6278.4,,5935.8,,,,,,,,,,,,5413.2,,,8228.8,5979.6,,,,5005,6001.6,,,,13786,9818.2,7165,,,,,,,6430.4,,,15492.6,,,
1959,,,,,,,,,,6438.2,,6059.4,,,,,,,,,,,,5532.6,,,8212.4,6254.8,,,,5242,6085.8,,,,13975,10216.6,7288,,,,,,,6625.2,,,16085.8,,,
1960,,,,,,,,,,6598,,6183,,,,,,,,,,,,5652,,,8196,6530,,,,5479,6170,,,,14164,10615,7411,,,,,,,6820,,,16679,,,
1961,,,,,,,,,,6741.8,,6274.2,,,,,,,,,,,,5773.8,,,8130.6,6705.6,,,,5777,6260.4,,,,14366.6,11105,7499.8,,,,,,,6741.6,,,17400,,,
1962,,,,,,,,,,6885.6,,6365.4,,,,,,,,,,,,5895.6,,,8065.2,6881.2,,,,6075,6350.8,,,,14569.2,11595,7588.6,,,,,,,6663.2,,,18121,,,
1963,,,,,,,,,,7029.4,,6456.6,,,,,,,,,,,,6017.4,,,7999.8,7056.8,,,,6373,6441.2,,,,14771.8,12085,7677.4,,,,,,,6584.8,,,18842,,,
1964,,,,,,,,,,7173.2,,6547.8,,,,,,,,,,,,6139.2,,,7934.4,7232.4,,,,6671,6531.6,,,,14974.4,12575,7766.2,,,,,,,6506.4,,,19563,,,
1965,,,,,,,,,,7317,,6639,,,,,,,,,,,,6261,,,7869,7408,,,,6969,6622,,,,15177,13065,7855,,,,,,,6428,,,20284,,,
1966,,,,,,,,,,7578.6,,6828.2,,,,,,,,,,,,6394,,,7855.0666,7668.8,,,,7375.2,6718.8,,,,15592,13506.4,8059,,,,,,,6722.4,,,20886.8,,,
1967,,,,,,,,,,7840.2,,7017.4,,,,,,,,,,,,6527,,,7841.1332,7929.6,,,,7781.4,6815.6,,,,16007,13947.8,8263,,,,,,,7016.8,,,21489.6,,,
1968,,,,,,,,,,8101.8,,7206.6,,,,,,,,,,,,7695.6,,,7827.1998,8190.4,,,,8187.6,6912.4,,,,16422,14389.2,8467,,,,,6769.6,,7311.2,,,22092.4,,,
1969,,,,,,,,,,8363.4,,7395.8,,,,,,,,,,,,7888,,,7813.2664,8451.2,,,,8593.8,7009.2,,,,16837,14830.6,8671,,,,,7194.8,,7605.6,,,22695.2,,,
1970,,,,,,,,,,8625,,7585,,,,,,,,,,,,8116.4,,,7799.333,8712,,,,9000,7106,,,,17252,15272,8875,,,,,7620,,7900,,,23298,,,
1971,,,,,,,,,,8649,,7588,,,,,,,,,,,,8344.8,,,7785.3998,8754.8,,,,9460,7725.6,,,,17221.6,15477.2,8980,,,7260,,8018.8,,7920,,,23961.4,,,
1972,,,,,,,,,,8673,,7591,,,,,,,,,,,,8573.2,,,7771.4666,8797.6,,,,9920,7828.2,,,,17191.2,15682.4,9085,,,7520,,8417.6,,7940,,,24624.8,,,
1973,,,,,,,,,,8697,,7594,,,,,,,,,,,,8801.6,,,7757.5334,8840.4,,,,10380,,,,,17160.8,15887.6,9190,,,7780,,8816.4,,7960,,,25288.2,,,
1974,,,,,,,,,,8721,,,,,,,,,,,,,,9030,,,7743.6002,8883.2,,,,10840,,,,,17130.4,16092.8,9295,,,8040,,9215.2,,7980,,,25951.6,,,
1975,,,,,,,,,,8745,,,,,,,,,,,,,,9213.2,,,7729.667,8926,,,,11300,,,,,17100,16298,9400,,,8300,,9614,,8000,,,26615,,,
1976,,,,,,,,,,8880.4,,,,,,,,,,,,,,9396.4,,,,9043.2,,,,11645.6,,,,,16800.2,16444,9253.8,,,8396.8,,10109,,8238.36,,,27001.8,,,
1977,,,,,,,,,,9015.8,,,,,,,,,,,,,,9579.6,,,,9160.4,,,,11991.2,,,,,16500.4,16590,9107.6,,,8493.6,,10604,,8476.72,,,27388.6,,,
1978,,,,,,,,,,9151.2,,,,,,,,,,,,,,9762.8,,,,9277.6,,,,12336.8,,8027.6,,,16200.6,16736,8961.4,,,8590.4,,11099,,8715.08,,,27775.4,,,
1979,,,,,,,,,,9286.6,,,,,,,,,,,,,,9946,,,,9394.8,,,,12682.4,,8342.8,,,15900.8,16882,8815.2,,,8687.2,,11594,,8953.44,,,28162.2,,,
1980,,,,,,,,,,9422,,,,,,,,,,,,,,10134.8,,,,9512,,,,13028,,8658,,,15601,17028,8669,,,8784,,12089,,9191.8,,,28549,,,
1981,,,,,,,,,,9529.4,,,,,,,,,,,,,,10323.6,,,,9645.8,,,,13278,,9004.6,,,15646.2,17139,8726.4,,,8875.6,,12350.2,,9430.16,,,28900,,,
1982,,,,,,,,,,9636.8,,,,,,,,,,,,,,10512.4,,,,9779.6,,,,13528,,9351.2,,,15691.4,17250,8783.8,,,8967.2,,12611.4,,9668.52,,,29251,,,
1983,,,,,,,,,,9744.2,,,,,,,,,,,,,,10701.2,,,,9913.4,,,,13778,,9697.8,,,15736.6,17361,,,,9058.8,,12872.6,8903.6,9906.88,,,29602,,,
1984,,,,,,,,,,9851.6,,,,,,,,,,,,,,10890,,,,10047.2,,,,14028,,10044.4,,,15781.8,17472,,,,9150.4,,13133.8,9118.8,10145.24,,,29953,,,
1985,,,,,,,,,,9959,,,,,,,,,,,,,,11096.8,,,,10181,,,,14278,,10391,,,15827,17583,,,,9242,,13395,9334,10383.6,,,30304,,,
1986,,,,,,,,,,10069.8,,,,,,,,,,,,,,11303.6,,,,10321.4,,,,14550.8,,10800,,,15878.8,17744.2,,,,9333,,13671.2,9570.8,10621.96,,,30749.2,,,
1987,,,,,,,,,,10180.6,,,,,,,,,,,,,,11510.4,,,,10461.8,,,,14823.6,,11209,,,15930.6,17905.4,,,,9424,,13947.4,9807.6,10860.32,,,31194.4,,,
1988,,,,,,,,,,10291.4,,,,,,,,,,,,,,11717.2,,,,10602.2,,,,15096.4,,11618,,,15982.4,18066.6,,,,9515,,14223.6,10044.4,11098.68,,,31639.6,,,
1989,,,,,,,,,,10402.2,,,,,,,,,,,,,,11924,,,,10742.6,,,,15369.2,,12027,,,16034.2,18227.8,,,,9606,,14499.8,10281.2,11337.04,,,32084.8,,,
1990,,,,,,,,,,10513,9892,,,,,,,,,,,,,12150.8,,,,10883,,,,15642,,12436,,,16086,18389,,,,,,14776,10518,11575.4,,,32530,,,
1991,,,,,,,,,,10688.4,10306,,,,,,,,,,,,,12377.6,,,,10974.2,,,,15917,,12810.8,,,16257.4,18499.2,,,,,,15003.4,10463.8,11813.76,,,32741.4,,,
1992,,,,,,,,,,10863.8,10720,,,10798.4,,,,,,,,,,12604.4,,,,11065.4,,,,16192,,13185.6,,,16428.8,18609.4,,,,,,15230.8,,12052.12,,,32952.8,,,
1993,,,,,,,,,,11039.2,11134,,,11334.6,,,,,,,,,,12831.2,,,,11156.6,,,,16467,,13560.4,,,16600.2,18719.6,,,,,,15458.2,,12290.48,,,33164.2,,,
1994,,,,,,,,,,11214.6,11548,,,11870.8,,,,,,,,,,13058,,,,11247.8,,,,16742,,13935.2,,,16771.6,18829.8,,,,,,15685.6,,12528.84,,,33375.6,,,
1995,,,,,,,,,,11390,11962,,,12407,,,,,,,,,,13186.8,,,,11339,,,,17017,,14310,,,16943,18940,,,,,,15913,,12767.2,,,33587,,,
1996,,,,,,,,,,11593.4,12294.8,,,13072,,,,,,,,,,13315.6,,,,11430.8,,,,17305,,14721.4,,,17117,18884,,,,,,16133.2,,13005.56,,,33759.6,,,
1997,,,,,,,,,,11796.8,12627.6,,,13737,,,,,,,,,,13444.4,,,,11522.6,,,,17593,,15132.8,,,17291,18828,,,,,,16353.4,,13243.92,,,33932.2,,,
1998,,,,,,,,,,12000.2,12960.4,,,14402,,,,,,,,,,13573.2,,,,11614.4,,,,17881,,15544.2,,,17465,18772,,,,,,16573.6,,13482.28,,,34104.8,,,
1999,,,,,,,,,,12203.6,13293.2,,,15067,,,,,,,,,,13702,,,,11706.2,,,,18169,,15955.6,,,17639,18716,,,,,,16793.8,,13720.64,,,34277.4,,,
2000,,,,,,,,,,12407,13626,,,15732,,,,,,,,,,13818.2,,,,11798,,,,18457,,16367,,,17813,18660,,,,,,17014,,13959,,,34450,,,
2001,,,,,,,,,,12591.6,13935.6,,,16319.6,,,,,,,,,,13934.4,,,,11834,,,,18620.8,,16671.8,,,17867.8,18680.4,,,,,,17268.8,,14519.8,,,34684.4,,,
2002,,,,,,,,,,12776.2,14245.2,,,16907.2,,,,,,,,,,14050.6,,,,11870,,,,18784.6,,16976.6,,,17922.6,18700.8,,,,,,17523.6,,15080.6,,,34918.8,,,
2003,,,,,,,,,,12960.8,14554.8,,,17494.8,,,,,,,,,,14166.8,,,,11906,,,,18948.4,,17281.4,,,17977.4,18721.2,,,,,,17778.4,,15641.4,,,35153.2,,,
2004,,,,,12282.8,,,,,13145.4,14864.4,,,18082.4,,,,,,,,,,14283,,,,,,,,19112.2,,17586.2,,,18032.2,18741.6,,,,,,18033.2,,16202.2,,,35387.6,,,
2005,,,,,12813,,,,,13330,15174,,,18670,,,,,,,,,,,,,,,,,,19276,,17891,,,18087,18762,,,,,,18288,,16763,,,35622,,,
2006,,,,,13488.4,,,,,13513.2,15519,,,19323,,,,,,,,,,,,,,,,,,19447.2,,18197.2,,,18142.6,18908,,,,,,18562.4,,17406.4,,,35864.4,,,
2007,,,,,14163.8,,,,,13696.4,15864,,,19976,,,,,,,,,,,,,,,,,,19618.4,,18503.4,,,18198.2,19054,,,,,,18836.8,,18049.8,,,36106.8,,,
2008,,,,,14839.2,,,,,13879.6,16209,,,20629,,,,,,,,,,,,,,,,,,19789.6,,18809.6,,,18253.8,19200,,,,,,19111.2,,18693.2,,,36349.2,,,
2009,,,,,15514.6,,,,,,16554,,,21282,14251,,,,,,,,,,,,,,,,,19960.8,,19115.8,,,18309.4,19346,,,,,,19385.6,,19336.6,,,36591.6,,,
2010,,,,,16190,,,,,,16899,,,21935,14731,,,,,,,,,,,,,,,,,20132,,19422,,,18365,19492,,,,,,19660,,19980,,,36834,,,
2011,,,,,17028.8,,,,,,17273.6,,,22688.6,15304.4,,,,,,,,14588.4,,,,,,,,,20305.4,,19746.2,,,18410.6,19641.2,,,,,,19941.2,,20732.2,,,37067.4,,,
2012,,,,,17867.6,,,,,,17648.2,,,23442.2,15877.8,,,,,,,,15095.8,,,,,,,,,20478.8,,20070.4,,,18456.2,19790.4,,,,,,20222.4,,21484.4,,,37300.8,,,
2013,,,,,18706.4,,,,,,18022.8,,,24195.8,16451.2,,,,,,,,15603.2,,,,,,,,,20652.2,,20394.6,,,18501.8,19939.6,,,,,,20503.6,,22236.6,,,37534.2,,,
2014,,,,,19545.2,,,,,,18397.4,,,24949.4,17024.6,,,,,,,,16110.6,,,,,,,,,20825.6,,20718.8,,,18547.4,20088.8,,,,,,20784.8,,22988.8,,,37767.6,,,
2015,,,,,20384,,,,,,18772,,,25703,17598,,,,,,,,16618,,,,,,,,,20999,,21043,,,18593,20238,,,,,,21066,,23741,,,38001,,,
