Year,Agra,Ahmedabad,Amsterdam,Ayutthaya,Beijing,Berlin,Bijapur,Birmingham,Boston,Buenos Aires,Cairo,Chicago,Cuttack,Delhi,Dhaka,Edirne,Esfahan,Fez,Gauda,Guangzhou,Hangzhou,Istanbul,Karachi,Kolkata,Kyoto,Lisbon,London,Los Angeles,Lucknow,Manchester,Mashhad,Mexico City,Moscow,Mumbai,Nanjing,Naples,New York,Osaka,Paris,Pegu,Philadelphia,Rio de Janeiro,Saint Petersburg,Sao Paulo,Seoul,Shanghai,Suzhou,Tabriz,Tokyo,Venice,Vienna,Vijayanagar
2016,,,,,21147.4,,,,,,19131.2,,,26432,18276.2,,,,,,,,17140.4,,,,,,,,,21172.8,,21402,,,18633,20295,,,,,,21276.6,,24420.2,,,38065.4,,,
2017,,,,,21910.8,,,,,,19490.4,,,27161,18954.4,,,,,,,,17662.8,,,,,,,,,21346.6,,21761,,,18673,20352,,,,,,21487.2,,25099.4,,,38129.8,,,
2018,,,,,22674.2,,,,,,19849.6,,,27890,19632.6,,,,,,,,18185.2,,,,,,,,,21520.4,,22120,,,18713,20409,,,,,,21697.8,,25778.6,,,38194.2,,,
2019,,,,,23437.6,,,,,,20208.8,,,28619,20310.8,,,,,,,,18707.6,,,,,,,,,21694.2,,22479,,,18753,20466,,,,,,21908.4,,26457.8,,,38258.6,,,
2020,,,,,24201,,,,,,20568,,,29348,20989,,,,,,,,19230,,,,,,,,,21868,,22838,,,18793,20523,,,,,,22119,,27137,,,38323,,,
2020,,,,,24201,,,,,,20568,,,29348,20989,,,,,,,,19230,,,,,,,,,21868,,22838,,,18793,20523,,,,,,22119,,27137,,,38323,,,
2020,,,,,24201,,,,,,20568,,,29348,20989,,,,,,,,19230,,,,,,,,,21868,,22838,,,18793,20523,,,,,,22119,,27137,,,38323,,,
2020,,,,,24201,,,,,,20568,,,29348,20989,,,,,,,,19230,,,,,,,,,21868,,22838,,,18793,20523,,,,,,22119,,27137,,,38323,,,
2020,,,,,24201,,,,,,20568,,,29348,20989,,,,,,,,19230,,,,,,,,,21868,,22838,,,18793,20523,,,,,,22119,,27137,,,38323,,,
2020,,,,,24201,,,,,,20568,,,29348,20989,,,,,,,,19230,,,,,,,,,21868,,22838,,,18793,20523,,,,,,22119,,27137,,,38323,,,
2020,,,,,24201,,,,,,20568,,,29348,20989,,,,,,,,19230,,,,,,,,,21868,,22838,,,18793,20523,,,,,,22119,,27137,,,38323,,,
2020,,,,,24201,,,,,,20568,,,29348,20989,,,,,,,,19230,,,,,,,,,21868,,22838,,,18793,20523,,,,,,22119,,27137,,,38323,,,
2020,,,,,24201,,,,,,20568,,,29348,20989,,,,,,,,19230,,,,,,,,,21868,,22838,,,18793,20523,,,,,,22119,,27137,,,38323,,,
2020,,,,,24201,,,,,,20568,,,29348,20989,,,,,,,,19230,,,,,,,,,21868,,22838,,,18793,20523,,,,,,22119,,27137,,,38323,,,
